0001 239.205978394  34.633789062   0.072709   1.0000   1.9138   6.0186  -0.1555 321340
0002 358.962829590  15.929487228   0.150058   1.0000   3.0232   9.7032  -0.1265 145136
0003 122.693794250   5.928134441   0.072066   1.0000   1.9402   6.5466  -0.1528 279443
0004 188.554824829  62.177669525   0.073891   1.0000   2.0062   6.1374  -0.1283 155402
0005 154.700073242   0.385140628   0.070940   1.0000   4.0122  12.3534  -0.1508 002402
0006 213.607223511   5.249224186   0.099403   1.0000   2.9171   8.5401  -0.0326 101883
0007 132.195800781  -0.011512927   0.096443   1.0000   1.6498   5.4114  -0.1676 063249
0008 234.410446167  -1.929101229   0.097686   1.0000   1.6631   4.7913  -0.1857 197890
0009   5.722053528  -8.999047279   0.106411   1.0000   4.6596  13.4112  -0.1145 126316
0010  20.745813370 -10.403152466   0.104898   1.0000   2.2970   6.5344  -0.1087 129506
0011 234.068267822  45.128528595   0.167704   1.0000   2.2312   6.8917  -0.1422 292006
0012 129.717834473  31.733535767   0.120203   1.0000   1.3861   3.9998  -0.1371 256611
0013 256.207519531  33.412269592   0.083583   1.0000   2.8776   9.2663  -0.1077 214526
0014 158.716613770   7.763436317   0.141382   1.0000   1.8084   5.7684  -0.1891 223821
0015  38.657257080  -0.979808450   0.049205   1.0000   4.0523  13.6617  -0.1860 043598
0016 174.306991577  53.749671936   0.083140   1.0000   1.9801   6.1251  -0.0525 229185
0017 195.081420898  51.053779602   0.113308   1.0000   1.6499   4.5801  -0.1012 184000
0018 132.461837769  45.469078064   0.113448   1.0000   3.1414   9.2923  -0.1201 187624
0019 168.751495361  41.145511627   0.076976   1.0000   1.5445   4.4882  -0.1173 330068
0020 216.240020752   0.801942408   0.159199   1.0000   2.8515   9.4258  -0.1462 015256
0021 186.178649902  55.927753448   0.104259   1.0000   2.9042   8.6070  -0.1193 231870
0022 333.196319580  13.118058205   0.147191   1.0000   1.8742   5.7149  -0.1393 139309
0023 134.538558960  38.601257324   0.131017   1.0000   2.1252   6.9301  -0.1232 253035
0024 176.082763672  48.627590179   0.192881   1.0000   1.9667   6.1774  -0.0577 212550
0025 185.880920410  66.432510376   0.127597   1.0000   2.0326   6.3751  -0.1386 070744
