 3798.1903  21.1307  17.8462   0.0000
 3799.0650  21.1276  17.8441   0.0000
 3799.9399  21.1245  17.8420   0.0000
 3800.8150  21.1214  17.8400   0.0000
 3801.6903  21.1182  17.8379   0.0000
 3802.5658  21.1151  17.8358   0.0000
 3803.4415  21.1120  17.8338   0.0000
 3804.3174  21.1089  17.8317   0.0000
 3805.1935  21.1058  17.8297   0.0000
 3806.0698  21.1027  17.8276   0.0000
 3806.9463  21.0996  17.8255   0.0000
 3807.8230  21.0965  17.8235   0.0000
 3808.6999  21.0934  17.8215   0.0000
 3809.5770  21.0904  17.8194   0.0000
 3810.4543  21.0873  17.8174   0.0000
 3811.3318  21.0842  17.8153   0.0000
 3812.2095  21.0811  17.8133   0.0000
 3813.0874  21.0781  17.8112   0.0000
 3813.9655  21.0750  17.8092   0.0000
 3814.8439  21.0719  17.8072   0.0000
 3815.7224  21.0689  17.8052   0.0000
 3816.6011  21.0658  17.8031   0.0000
 3817.4800  21.0628  17.8011   0.0000
 3818.3592  21.0598  17.7991   0.0000
 3819.2385  21.0567  17.7971   0.0000
 3820.1180  21.0537  17.7951   0.0000
 3820.9978  21.0506  17.7930   0.0000
 3821.8777  21.0476  17.7910   3.7958
 3822.7578  10.9011   9.2147   3.6467
 3823.6382   9.0491   7.6494   3.4914
 3824.5187  14.9506  12.6385   3.4713
 3825.3995   7.3246   6.1920   3.3397
 3826.2804   3.3937   2.8691   3.2385
 3827.1616  19.6572  16.6188   3.6970
 3828.0430  23.5539  19.9138   3.8506
 3828.9245  21.3228  18.0281   3.8197
 3829.8063  23.0463  19.4858   3.8924
 3830.6882  20.2213  17.0978   3.8025
 3831.5704  12.0403  10.1808   3.6127
 3832.4528   8.5662   7.2434   3.4924
 3833.3354  14.3612  12.1440   3.3835
 3834.2181   8.7298   7.3823   3.3101
 3835.1011  17.7632  15.0217   3.3855
 3835.9843  13.9342  11.7840   3.4124
 3836.8677   1.8312   1.5487   3.1567
 3837.7513   6.1569   5.2072   3.3234
 3838.6351  15.9666  13.5040   3.5304
 3839.5191   9.3406   7.9002   3.4801
 3840.4033  13.9186  11.7726   3.4963
 3841.2877  17.2458  14.5873   3.5713
 3842.1723  14.9528  12.6481   3.5048
 3843.0571  17.3842  14.7052   3.5186
 3843.9422  23.9364  20.2483   3.5703
 3844.8274  11.8840  10.0533   3.4082
 3845.7128  22.0121  18.6216   3.5962
 3846.5984  20.4984  17.3415   3.5454
 3847.4843   9.7197   8.2231   3.3515
 3848.3703  15.2946  12.9400   3.4283
 3849.2565  19.8006  16.7528   3.4781
 3850.1430  14.1861  12.0029   3.4249
 3851.0296  17.8328  15.0887   3.3932
 3851.9165  21.7328  18.3891   3.4266
 3852.8036  21.5407  18.2272   3.3359
 3853.6908  20.8950  17.6813   3.2808
 3854.5783  18.7141  15.8363   3.2274
 3855.4660  19.1328  16.1911   3.2341
 3856.3538  17.1618  14.5236   3.2235
 3857.2419  10.3221   8.7356   3.1007
 3858.1302  10.6395   9.0044   3.0775
 3859.0187  20.8800  17.6718   3.2070
 3859.9074  15.8323  13.4000   3.2332
 3860.7963   9.2398   7.8206   3.1483
 3861.6854  12.3440  10.4483   3.3344
 3862.5747  13.2489  11.2145   3.3086
 3863.4642  13.4170  11.3572   3.3745
 3864.3539  18.9997  16.0833   3.3632
 3865.2438  18.6555  15.7924   3.3855
 3866.1340  17.2423  14.5965   3.3513
 3867.0243  15.9147  13.4730   3.3275
 3867.9148  16.1167  13.6444   3.2688
 3868.8056  17.4231  14.7508   3.2402
 3869.6965  22.4929  19.0436   3.2829
 3870.5877  33.5119  28.3737   3.4837
 3871.4790  18.1687  15.3834   3.2434
 3872.3706  16.8310  14.2512   3.2024
 3873.2624  20.8389  17.6453   3.3454
 3874.1544  20.3193  17.2059   3.3514
 3875.0465  15.9847  13.5358   3.2111
 3875.9389   8.1363   6.8900   3.1263
 3876.8315  21.2057  17.9579   3.2121
 3877.7243  19.8756  16.8320   3.2617
 3878.6173  14.7572  12.4978   3.1603
 3879.5105  14.0019  11.8585   3.2427
 3880.4039  12.8468  10.8805   3.3941
 3881.2975  13.4238  11.3695   3.5214
 3882.1914  19.0156  16.1061   3.6435
 3883.0854  14.4006  12.1976   3.5034
 3883.9796  15.0146  12.7180   3.4021
 3884.8741  14.6600  12.4180   3.1412
 3885.7687   4.4126   3.7379   3.1120
 3886.6636   9.2547   7.8398   3.2427
 3887.5586   3.7017   3.1358   3.2532
 3888.4539  10.3360   8.7563   3.4839
 3889.3494  12.3745  10.4836   3.2820
 3890.2451  10.4181   8.8264   3.1842
 3891.1409  17.2582  14.6218   3.0873
 3892.0370  18.8364  15.9594   3.0883
 3892.9333  12.3264  10.4440   2.9708
 3893.8298  17.6141  14.9246   2.9621
 3894.7266  20.2603  17.1673   2.9630
 3895.6235  16.3803  13.8800   2.8891
 3896.5206  15.9824  13.5433   2.8802
 3897.4179  18.0548  15.2998   2.9039
 3898.3155  16.1833  13.7143   2.8533
 3899.2132  15.4985  13.1343   2.8771
 3900.1112  18.2303  15.4499   3.0383
 3901.0093  21.8814  18.5446   3.1192
 3901.9077  19.6527  16.6562   3.0038
 3902.8062   8.3136   7.0463   2.8136
 3903.7050  12.1037  10.2589   2.7577
 3904.6040  13.4079  11.3646   2.8072
 3905.5032  15.7775  13.3734   2.7924
 3906.4026  18.4064  15.6022   2.8593
 3907.3022  16.0352  13.5926   2.8868
 3908.2020  15.7735  13.3712   2.9369
 3909.1020  15.3113  12.9798   2.9813
 3910.0023  13.8345  11.7282   3.0559
 3910.9027  14.4480  12.2485   3.2807
 3911.8033  17.9899  15.2518   3.5254
 3912.7042  20.7661  17.6059   3.5857
 3913.6052  18.0117  15.2711   3.4264
 3914.5065  15.3879  13.0468   3.1594
 3915.4080  18.1988  15.4306   2.9358
 3916.3097  18.4848  15.6735   2.7524
 3917.2115  14.4810  12.2789   2.5846
 3918.1136  13.3097  11.2861   2.5683
 3919.0159  18.2451  15.4715   2.6098
 3919.9185  16.8653  14.3019   2.5610
 3920.8212  14.7041  12.4696   2.5057
 3921.7241  13.9562  11.8356   2.5111
 3922.6272  12.9811  11.0090   2.5167
 3923.5306  11.7397   9.9565   2.5407
 3924.4341  14.2419  12.0790   2.5589
 3925.3379  14.7459  12.5068   2.5246
 3926.2419  10.3325   8.7638   2.5180
 3927.1460   9.5700   8.1173   2.3559
 3928.0504  13.3286  11.3056   2.5182
 3928.9550  15.0638  12.7778   2.4634
 3929.8598  14.6816  12.4540   2.4490
 3930.7648  17.4877  14.8347   2.4316
 3931.6700  15.7046  13.3225   2.3816
 3932.5754  14.3624  12.1842   2.3363
 3933.4811  16.9923  14.4156   2.3566
 3934.3869  20.1871  17.1265   2.4276
 3935.2930  19.9642  16.9379   2.4355
 3936.1992  21.1224  17.9210   2.4788
 3937.1057  22.7607  19.3115   2.5579
 3938.0124  17.1339  14.5378   2.5459
 3938.9193  15.2142  12.9093   2.6574
 3939.8263  23.7777  20.1760   2.7840
 3940.7337  15.1835  12.8840   2.7733
 3941.6412  21.7629  18.4674   2.8243
 3942.5489  25.0452  21.2534   2.9029
 3943.4568  24.0819  20.4365   2.9501
 3944.3650  16.9360  14.3727   3.5344
 3945.2733   6.0558   5.1394   3.1842
 3946.1819  15.3680  13.0427   3.4031
 3947.0906  29.5118  25.0472   3.2834
 3947.9996  23.4565  19.9085   3.1139
 3948.9088  15.6126  13.2514   2.9685
 3949.8182  14.7461  12.5163   2.9146
 3950.7278  13.0995  11.1190   2.9278
 3951.6376  14.2033  12.0562   2.9324
 3952.5476  13.4786  11.4414   2.8643
 3953.4578  20.8189  17.6728   3.0098
 3954.3683  26.1211  22.1743   3.0371
 3955.2789  22.5884  19.1759   2.9847
 3956.1898  16.1520  13.7122   2.7317
 3957.1009  15.9782  13.5650   2.6787
 3958.0122  18.2983  15.5352   2.6498
 3958.9236  20.5333  17.4332   2.6253
 3959.8353  20.1761  17.1304   2.6217
 3960.7473  21.3799  18.1530   2.5947
 3961.6594  26.8363  22.7865   2.6159
 3962.5717  24.9819  21.2125   2.4814
 3963.4842  17.4821  14.8447   2.3008
 3964.3970  15.0605  12.7888   2.2627
 3965.3100  16.6471  14.1364   2.7323
 3966.2231  19.3099  16.3981   2.7894
 3967.1365  20.8260  17.6861   2.3062
 3968.0501  17.4998  14.8618   2.2762
 3968.9639  18.6434  15.8334   2.2783
 3969.8779  16.6550  14.1451   2.2952
 3970.7921  16.1698  13.7334   2.3298
 3971.7066  19.3985  16.4760   2.4332
 3972.6212  21.3070  18.0975   2.5231
 3973.5361  18.7112  15.8931   2.4779
 3974.4511  15.8502  13.4634   2.3959
 3975.3664  13.1216  11.1460   2.3037
 3976.2819  14.8905  12.6489   2.3073
 3977.1976  17.8086  15.1281   2.4031
 3978.1135  15.4130  13.0934   2.3854
 3979.0296  13.3315  11.3255   2.3410
 3979.9459  13.1164  11.1431   2.4031
 3980.8625  15.4669  13.1403   2.4144
 3981.7792  11.8372  10.0569   2.4951
 3982.6962   7.7172   6.5567   2.3396
 3983.6134  13.8252  11.7465   2.3769
 3984.5308  17.4460  14.8233   2.2255
 3985.4484  16.5092  14.0277   2.1372
 3986.3662  16.4331  13.9635   2.1321
 3987.2842  17.7083  15.0474   2.1658
 3988.2024  16.4599  13.9869   2.1632
 3989.1209  12.6363  10.7381   2.1806
 3990.0395  15.0555  12.7942   2.2187
 3990.9584  12.1250  10.3042   2.2098
 3991.8775  21.3725  18.1635   2.3164
 3992.7967  20.2726  17.2292   2.2799
 3993.7162  12.2732  10.4310   2.1054
 3994.6360  20.6124  17.5190   2.2161
 3995.5559  22.6248  19.2298   2.2185
 3996.4760  13.8571  11.7781   2.1275
 3997.3964  18.9013  16.0660   2.1767
 3998.3169  23.3737  19.8680   2.3218
 3999.2377  18.1061  15.3908   2.2820
 4000.1587  14.7563  12.5437   2.2451
 4001.0799  20.5449  17.4648   2.3223
 4002.0013  22.4074  19.0487   2.3304
 4002.9229  19.9054  16.9221   2.2138
 4003.8447  18.4129  15.6537   2.1571
 4004.7668  18.7124  15.9088   2.0940
 4005.6890  19.3160  16.4224   2.1384
 4006.6115  23.2879  19.7998   2.2192
 4007.5342  18.7012  15.9006   2.2533
 4008.4571  16.3787  13.9262   2.2863
 4009.3802  18.4619  15.6979   2.3228
 4010.3035  20.2590  17.2265   2.3502
 4011.2270  18.8905  16.0632   2.2889
 4012.1508  18.8844  16.0585   2.2118
 4013.0747  19.6006  16.6680   2.1665
 4013.9989  21.5484  18.3248   2.1849
 4014.9233  21.7597  18.5050   2.1785
 4015.8479  19.7814  16.8231   2.1607
 4016.7727  18.4264  15.6711   2.1483
 4017.6977  18.3648  15.6192   2.1627
 4018.6230  17.1171  14.5584   2.2289
 4019.5484  17.1485  14.5855   2.2837
 4020.4741  20.7990  17.6908   2.3480
 4021.3999  20.3891  17.3427   2.4032
 4022.3260  12.9126  10.9836   2.4037
 4023.2523  19.7992  16.8418   2.4969
 4024.1788  12.8296  10.9135   2.1808
 4025.1056  10.2616   8.7293   2.0334
 4026.0325  11.3392   9.6463   2.0139
 4026.9597  11.6981   9.9519   1.9921
 4027.8870  11.9052  10.1283   1.9756
 4028.8146   8.6513   7.3602   1.9913
 4029.7424  12.2693  10.4386   2.0314
 4030.6704  14.5711  12.3973   2.1726
 4031.5986  16.6282  14.1479   2.0694
 4032.5271  17.3682  14.7779   2.0704
 4033.4557  14.3980  12.2510   1.9950
 4034.3846  16.9315  14.4071   2.0777
 4035.3137  16.7043  14.2141   2.1155
 4036.2430  11.2561   9.5784   2.0981
 4037.1725  14.1061  12.0039   2.1955
 4038.1022  20.0993  17.1044   2.3713
 4039.0321  14.7059  12.5150   2.3620
 4039.9623  17.6909  15.0557   2.3841
 4040.8926  25.2912  21.5245   2.4931
 4041.8232  22.2260  18.9163   2.4271
 4042.7540  18.4268  15.6833   2.2745
 4043.6850  18.2479  15.5314   2.3236
 4044.6162  15.5486  13.2343   2.4246
 4045.5476  17.3035  14.7284   2.6639
 4046.4793  16.0392  13.6526   2.8232
 4047.4112  22.5809  19.2214   2.7570
 4048.3432  23.2849  19.8212   2.4777
 4049.2755  16.3311  13.9022   2.1822
 4050.2080  16.0669  13.6776   2.1120
 4051.1407  17.0011  14.4733   2.0960
 4052.0737  15.9749  13.6001   2.0440
 4053.0068  19.2834  16.4171   2.1180
 4053.9402  14.9526  12.7304   1.9730
 4054.8738   8.4710   7.2123   1.9659
 4055.8076  14.5139  12.3575   1.9007
 4056.7416  10.2323   8.7123   1.8911
 4057.6758  10.4449   8.8936   1.9644
 4058.6103  11.5376   9.8243   2.0397
 4059.5449  10.0846   8.5872   2.0502
 4060.4798   8.5956   7.3195   1.9752
 4061.4149   9.8554   8.3926   1.9041
 4062.3502   8.3147   7.0807   1.8032
 4063.2857   9.2282   7.8589   1.8910
 4064.2214  11.9089  10.1421   1.9789
 4065.1574  15.0881  12.8499   2.0408
 4066.0935  14.3076  12.1855   1.9528
 4067.0299   8.8524   7.5396   1.8815
 4067.9665  12.2318  10.4181   1.9076
 4068.9033  10.4363   8.8891   1.9615
 4069.8403  14.9870  12.7655   1.9534
 4070.7776  17.9249  15.2684   2.0324
 4071.7150  14.3529  12.2261   2.0523
 4072.6527  12.6297  10.7585   2.0560
 4073.5906  16.3025  13.8875   2.0790
 4074.5287  21.1666  18.0316   2.1519
 4075.4670  22.1048  18.8313   2.1935
 4076.4056  17.5212  14.9269   2.1265
 4077.3443  14.9219  12.7128   2.0875
 4078.2833  19.9369  16.9858   2.0640
 4079.2225  17.1008  14.5699   2.0076
 4080.1619  19.8877  16.9448   1.9856
 4081.1015  20.9940  17.8879   2.1303
 4082.0413  18.3573  15.6417   2.0269
 4082.9814  17.3029  14.7436   2.0942
 4083.9217  21.1063  17.9850   2.1763
 4084.8621  21.8115  18.5864   2.2561
 4085.8028  28.9100  24.6360   2.3548
 4086.7438  27.0746  23.0725   2.4863
 4087.6849  21.1481  18.0225   2.3126
 4088.6262  18.0879  15.4151   2.0649
 4089.5678  16.9375  14.4350   2.0034
 4090.5096  19.5411  16.6544   2.0325
 4091.4516  17.6682  15.0586   1.9712
 4092.3938  19.5702  16.6801   1.9304
 4093.3362  20.7924  17.7223   1.9399
 4094.2789  20.3552  17.3501   1.9813
 4095.2218  22.7299  19.3747   1.9958
 4096.1649  19.6192  16.7237   1.9362
 4097.1082  23.1953  19.7726   1.9685
 4098.0517  23.1177  19.7069   2.0145
 4098.9954  18.6757  15.9207   1.9639
 4099.9394  14.6192  12.4630   1.8764
 4100.8835  14.5162  12.3755   1.8515
 4101.8279  19.6189  16.7261   1.9537
 4102.7725  21.3918  18.2381   2.0204
 4103.7174  18.6569  15.9068   1.9890
 4104.6624  17.5703  14.9808   2.0084
 4105.6077  20.9233  17.8402   2.0726
 4106.5532  23.5306  20.0637   2.0580
 4107.4988  19.9422  17.0045   2.0295
 4108.4448  24.3010  20.7218   2.0347
 4109.3909  20.0234  17.0746   1.9730
 4110.3372  16.3086  13.9073   1.8851
 4111.2838  18.2250  15.5419   1.9344
 4112.2306  16.7662  14.2983   1.9400
 4113.1776  19.7831  16.8716   2.0117
 4114.1248  20.3693  17.3719   2.0076
 4115.0723  17.4680  14.8980   1.9071
 4116.0199  17.9247  15.2879   1.8678
 4116.9678  21.5891  18.4138   1.8639
 4117.9159  20.6781  17.6373   1.8328
 4118.8642  18.2879  15.5989   1.8139
 4119.8127  21.8382  18.6278   1.8688
 4120.7615  19.7854  16.8772   1.9647
 4121.7105  19.8542  16.9363   1.9945
 4122.6596  24.8062  21.1612   2.0512
 4123.6090  22.7735  19.4277   1.9660
 4124.5587  14.5947  12.4508   1.7424
 4125.5085  19.8415  16.9274   1.8464
 4126.4586  22.5234  19.2159   1.9276
 4127.4089  17.0425  14.5403   1.9212
 4128.3593  13.8568  11.8226   1.9521
 4129.3101  20.7739  17.7248   2.0226
 4130.2610  18.5495  15.8273   1.9838
 4131.2122  20.4436  17.4439   1.8840
 4132.1635  18.2282  15.5539   1.8476
 4133.1151  19.2795  16.4515   1.7909
 4134.0669  24.4497  20.8638   1.9270
 4135.0190  22.0736  18.8367   1.8949
 4135.9712  18.9445  16.1669   1.8100
