 4112.2306 180.6709 164.4103   4.7755
 4113.1776 225.4075 205.1239   5.4402
 4114.1248 287.9028 261.9997   6.2787
 4115.0723 296.2562 269.6059   6.3429
 4116.0199 241.6787 219.9416   5.5429
 4116.9678 178.8547 162.7707   4.7757
 4117.9159 161.7997 147.2518   4.4574
 4118.8642 160.4306 146.0081   4.4031
 4119.8127 157.8886 143.6970   4.3800
 4120.7615 164.8170 150.0050   4.4593
 4121.7105 171.9512 156.5006   4.5479
 4122.6596 169.4915 154.2644   4.5375
 4123.6090 167.7358 152.6689   4.5130
 4124.5587 169.3002 154.0952   4.5353
 4125.5085 174.7470 159.0554   4.6051
 4126.4586 173.7288 158.1312   4.6035
 4127.4089 173.8299 158.2258   4.6083
 4128.3593 176.0849 160.2809   4.5713
 4129.3101 167.9257 152.8565   4.5219
 4130.2610 176.5069 160.6702   4.5281
 4131.2122 164.1771 149.4491   4.4601
 4132.1635 162.2363 147.6848   4.3702
 4133.1151 171.4351 156.0610   4.5286
 4134.0669 172.4617 156.9980   4.5461
 4135.0190 165.5550 150.7131   4.4771
 4135.9712 168.1414 153.0701   4.5037
 4136.9237 177.9884 162.0371   4.6014
 4137.8764 175.6773 159.9357   4.5753
 4138.8293 170.2033 154.9547   4.5186
 4139.7824 174.8693 159.2053   4.5542
 4140.7358 177.0996 161.2383   4.5300
 4141.6893 159.7501 145.4451   4.3811
 4142.6431 175.1603 159.4779   4.4837
 4143.5971 165.2669 150.4728   4.3514
 4144.5514 156.1443 142.1691   4.2419
 4145.5058 172.4864 157.0511   4.3921
 4146.4605 163.8162 149.1591   4.3370
 4147.4154 165.0282 150.2652   4.3813
 4148.3705 174.0301 158.4643   4.4983
 4149.3258 176.7193 160.9156   4.5683
 4150.2813 179.9324 163.8441   4.5905
 4151.2371 185.3255 168.7576   4.6079
 4152.1931 178.6763 162.7055   4.5427
 4153.1493 180.6452 164.5011   4.5514
 4154.1057 172.4380 157.0299   4.4271
 4155.0624 167.9953 152.9867   4.4131
 4156.0192 166.7962 151.8972   4.3052
 4156.9763 165.6838 150.8866   4.3506
 4157.9336 173.8791 158.3526   4.4390
 4158.8912 182.9404 166.6074   4.5337
 4159.8489 175.8435 160.1468   4.5026
 4160.8069 176.0119 160.3028   4.4791
 4161.7651 177.4834 161.6456   4.5004
 4162.7235 172.7709 157.3562   4.4626
 4163.6821 177.1226 161.3222   4.5016
 4164.6410 174.6429 159.0664   4.4798
 4165.6000 172.3353 156.9671   4.3989
 4166.5593 172.6951 157.2975   4.4351
 4167.5188 170.7562 155.5340   4.3367
 4168.4786 166.9387 152.0593   4.3611
 4169.4385 169.9176 154.7752   4.3843
 4170.3987 173.4378 157.9843   4.4550
 4171.3591 178.5742 162.6657   4.5261
 4172.3197 176.3401 160.6332   4.5003
 4173.2806 173.2106 157.7851   4.4252
 4174.2416 175.1946 159.5950   4.4128
 4175.2029 173.7816 158.3104   4.4130
 4176.1644 168.6615 153.6487   4.3444
 4177.1261 169.3313 154.2615   4.3275
 4178.0881 172.2338 156.9082   4.3400
 4179.0503 170.4967 155.3282   4.3023
 4180.0126 168.3639 153.3877   4.3080
 4180.9753 175.9872 160.3355   4.3832
 4181.9381 172.7965 157.4312   4.4114
 4182.9011 172.9240 157.5499   4.4196
 4183.8644 169.5087 154.4408   4.4248
 4184.8279 165.8871 151.1436   4.3690
 4185.7916 167.1762 152.3207   4.3344
 4186.7556 167.9956 153.0699   4.2792
 4187.7197 168.5767 153.6019   4.2798
 4188.6841 173.2745 157.8850   4.3447
 4189.6487 171.4107 156.1893   4.3161
 4190.6136 169.9958 154.9026   4.3369
 4191.5786 168.7339 153.7553   4.2610
 4192.5439 156.7122 142.8031   4.2322
 4193.5094 175.7082 160.1158   4.3279
 4194.4751 174.3288 158.8614   4.3751
 4195.4411 167.0936 152.2707   4.2435
 4196.4072 165.6786 150.9837   4.2185
 4197.3736 166.9924 152.1835   4.2212
 4198.3402 167.0435 152.2326   4.2185
 4199.3071 165.7214 151.0303   4.2242
 4200.2741 159.7730 145.6117   4.1600
 4201.2414 161.6381 147.3139   4.2049
 4202.2089 165.9179 151.2169   4.2339
 4203.1766 166.9565 152.1660   4.3042
 4204.1446 171.5649 156.3688   4.3164
 4205.1127 168.5179 153.5942   4.2947
 4206.0811 170.9986 155.8579   4.3175
 4207.0497 176.4317 160.8126   4.3900
 4208.0186 174.1066 158.6960   4.3981
 4208.9876 167.9359 153.0740   4.2909
 4209.9569 173.8462 158.4639   4.3827
 4210.9264 168.2319 153.3490   4.2852
 4211.8962 157.1400 143.2407   4.1176
 4212.8661 156.7911 142.9251   4.0946
 4213.8363 167.6242 152.8027   4.2531
 4214.8067 170.9872 155.8710   4.1977
 4215.7773 156.4271 142.6005   4.1842
 4216.7482 173.5667 158.2278   4.3090
 4217.7192 169.6866 154.6932   4.2789
 4218.6905 164.3920 149.8690   4.2243
 4219.6621 166.2445 151.5603   4.1841
 4220.6338 169.6823 154.6971   4.2552
 4221.6058 173.5514 158.2272   4.2778
 4222.5780 168.9296 154.0161   4.2109
 4223.5504 172.4330 157.2128   4.2515
 4224.5230 172.0754 156.8895   4.2189
 4225.4959 169.2711 154.3353   4.1849
 4226.4690 167.2608 152.5049   4.1262
 4227.4423 159.7439 145.6536   4.0635
 4228.4158 160.3357 146.1957   4.0646
 4229.3896 163.2662 148.8703   4.1283
 4230.3635 167.4138 152.6548   4.1555
 4231.3378 165.1875 150.6273   4.1299
 4232.3122 162.1157 147.8288   4.0717
 4233.2868 174.2032 158.8537   4.2305
 4234.2617 168.6513 153.7936   4.1560
 4235.2368 168.9782 154.0943   4.1511
 4236.2122 164.0931 149.6421   4.0875
 4237.1877 161.0563 146.8753   4.0958
 4238.1635 163.1754 148.8103   4.0780
 4239.1395 155.1574 141.5006   4.0319
 4240.1157 158.3235 144.3904   4.0023
 4241.0922 153.0687 139.6005   3.9907
 4242.0688 158.5856 144.6344   3.9873
 4243.0457 170.8562 155.8282   4.1664
 4244.0229 171.3124 156.2470   4.1775
 4245.0002 160.0442 145.9722   4.0343
 4245.9778 165.7899 151.2153   4.1125
 4246.9556 162.1394 147.8883   4.0468
 4247.9336 158.1013 144.2076   4.0009
 4248.9119 162.4059 148.1364   4.0513
 4249.8904 168.3311 153.5436   4.1090
 4250.8691 164.3999 149.9604   4.0973
 4251.8480 165.2004 150.6932   4.0615
 4252.8272 161.6262 147.4354   4.0469
 4253.8065 168.0981 153.3417   4.0896
 4254.7861 175.1339 159.7626   4.2082
 4255.7660 171.6738 156.6089   4.1575
 4256.7460 169.1803 154.3369   4.1272
 4257.7263 171.2137 156.1945   4.1439
 4258.7068 173.2410 158.0468   4.1770
 4259.6876 170.5149 155.5624   4.1303
 4260.6685 165.1052 150.6298   4.0645
 4261.6497 161.0709 146.9517   3.9987
 4262.6311 160.5371 146.4673   4.0028
 4263.6127 165.2021 150.7260   4.0131
 4264.5946 154.5457 141.0058   3.9317
 4265.5767 158.5651 144.6756   3.9546
 4266.5590 168.5587 153.7965   4.0996
 4267.5416 164.6680 150.2492   4.0532
 4268.5243 158.2470 144.3929   3.9679
 4269.5073 162.8204 148.5685   4.0368
 4270.4905 160.1445 146.1294   4.0007
 4271.4740 160.2988 146.2727   3.9928
 4272.4577 161.1982 147.0960   3.9754
 4273.4416 158.5901 144.7186   3.9615
 4274.4257 159.4315 145.4889   3.9642
 4275.4100 160.2585 146.2462   4.0034
 4276.3946 166.5238 151.9663   4.0765
 4277.3794 167.7970 153.1309   4.0936
 4278.3645 167.1769 152.5677   4.0850
 4279.3497 167.2147 152.6049   4.0527
 4280.3352 161.7172 147.5903   3.9758
 4281.3209 166.2395 151.7202   4.0330
 4282.3069 161.3932 147.2998   3.9652
 4283.2930 156.1161 142.4860   3.8975
 4284.2794 151.7362 138.4910   3.8051
 4285.2661 148.9919 135.9886   3.8025
 4286.2529 154.0984 140.6519   3.8240
 4287.2400 150.9034 137.7381   3.8122
 4288.2273 153.9995 140.5665   3.8591
 4289.2148 158.7325 144.8893   3.9108
 4290.2026 159.3481 145.4538   3.9417
 4291.1906 159.4317 145.5326   3.9411
 4292.1788 165.8345 151.3799   4.0196
 4293.1672 165.3786 150.9665   4.0068
 4294.1559 161.5701 147.4925   3.9498
 4295.1448 160.6762 146.6791   3.9761
 4296.1339 163.9832 149.7007   3.9905
 4297.1233 164.7220 150.3777   3.9788
 4298.1128 156.9915 143.3230   3.9058
 4299.1027 159.8729 145.9561   3.9073
 4300.0927 163.0026 148.8160   3.9522
 4301.0830 157.2200 143.5393   3.8901
 4302.0734 151.5843 138.3965   3.8093
 4303.0642 153.9927 140.5979   3.8260
 4304.0551 158.3322 144.5624   3.8738
 4305.0463 164.5016 150.1980   3.9484
 4306.0377 156.4090 142.8116   3.8293
 4307.0293 156.0361 142.4737   3.8646
 4308.0212 159.5596 145.6935   3.9405
 4309.0133 157.6291 143.9334   3.9477
 4310.0056 159.1887 145.3600   3.9456
 4310.9981 157.1667 143.5163   3.8944
 4311.9909 155.7199 142.1977   3.8314
 4312.9839 152.2033 138.9890   3.8072
 4313.9772 148.7926 135.8768   3.7686
 4314.9706 148.5605 135.6674   3.7742
 4315.9643 148.6252 135.7289   3.7684
 4316.9582 144.3635 131.8393   3.6847
 4317.9524 148.4257 135.5516   3.7737
 4318.9468 149.2603 136.3162   3.7519
 4319.9414 151.3352 138.2137   3.8389
 4320.9362 154.0709 140.7148   3.8102
 4321.9313 143.8821 131.4116   3.8355
 4322.9266 150.4975 137.4561   3.8713
 4323.9221 156.2633 142.7249   3.8578
 4324.9178 154.4130 141.0374   3.8507
 4325.9138 152.3135 139.1223   3.7938
 4326.9100 155.7327 142.2480   3.8265
 4327.9065 160.2064 146.3370   3.9091
 4328.9031 163.2154 149.0882   3.9443
 4329.9000 158.6582 144.9281   3.9194
 4330.8972 159.9894 146.1468   3.8716
 4331.8945 162.0136 147.9985   3.9266
 4332.8921 158.5238 144.8133   3.8661
 4333.8899 160.4594 146.5841   3.9254
 4334.8880 168.6666 154.0845   3.9960
 4335.8862 164.2662 150.0672   3.9493
 4336.8847 156.3479 142.8360   3.8474
 4337.8835 152.5896 139.4050   3.7767
 4338.8824 151.8736 138.7534   3.7574
 4339.8816 150.0493 137.0892   3.7331
 4340.8811 150.1126 137.1496   3.7396
 4341.8807 158.7349 145.0300   4.4026
 4342.8806 156.4832 142.9754   4.3778
 4343.8807 153.7519 140.4823   4.3534
 4344.8811 158.2706 144.6137   3.8694
 4345.8817 151.9931 138.8804   3.7563
 4346.8825 150.8626 137.8500   3.7318
 4347.8835 154.1417 140.8490   3.7656
 4348.8848 151.3686 138.3175   3.7250
 4349.8863 141.3814 129.1938   3.6243
 4350.8880 141.6040 129.3996   3.6938
 4351.8900 190.4828 174.0689   4.3198
 4352.8922 318.8636 291.3926   5.9925
 4353.8946 424.6691 388.0898   7.4851
 4354.8972 377.8190 345.2816   6.9114
 4355.9001 251.1564 229.5314   5.2397
 4356.9032 174.7235 159.6824   4.3448
 4357.9066 159.7798 146.0279   4.2188
 4358.9102 142.0992 129.8714   3.8762
 4359.9140 138.5168 126.5996   3.6936
 4360.9180 144.0550 131.6638   3.6610
 4361.9223 148.5690 135.7921   3.6880
 4362.9268 147.7949 135.0871   3.6546
 4363.9315 145.1810 132.7004   3.6440
 4364.9365 147.9762 135.2579   3.6848
 4365.9417 149.9618 137.0753   3.6910
 4366.9471 146.7155 134.1106   3.6946
 4367.9528 145.6258 133.1169   3.6308
 4368.9587 150.4832 137.5597   3.7004
 4369.9648 155.2818 141.9489   3.7939
 4370.9711 167.1954 152.8423   3.9079
 4371.9777 160.5112 146.7347   3.8262
 4372.9845 154.6622 141.3904   3.7656
 4373.9916 154.5106 141.2544   3.7616
 4374.9989 155.8828 142.5117   3.8124
 4376.0064 161.2023 147.3776   3.8757
 4377.0141 162.3227 148.4047   3.9338
 4378.0221 168.1682 153.7519   3.9657
 4379.0303 161.8228 147.9532   3.9249
 4380.0388 154.7634 141.5016   3.8043
 4381.0474 159.2411 145.5983   3.8401
 4382.0563 159.8681 146.1744   3.8504
 4383.0655 151.8817 138.8748   3.7216
 4384.0748 150.0959 137.2445   3.7131
 4385.0845 160.7460 146.9855   3.8738
 4386.0943 163.4783 149.4867   3.8867
 4387.1044 152.5430 139.4900   3.7895
 4388.1147 152.9818 139.8939   3.7552
 4389.1252 150.7663 137.8705   3.7260
 4390.1360 148.5666 135.8616   3.6996
 4391.1470 155.7997 142.4789   3.7659
 4392.1582 161.0076 147.2443   3.8478
 4393.1697 156.2055 142.8554   3.8210
 4394.1814 154.8408 141.6101   3.8139
 4395.1933 157.6718 144.2019   3.8282
